abstract,lead_paragraph,headline,headline_main,abstract_polarity,abstract_subjectivity,lead_paragraph_polarity,lead_paragraph_subjectivity,headline_polarity,headline_subjectivity,year,month
Most House Republicans come from districts that are both very conservative and overwhelmingly white. The ones who don’t could be pivotal to the passage of any immigration reform.,"Last Monday, a bipartisan group of eight senators agreed to a set of overarching principles for immigration reform. On Tuesday, President Obama traveled to Las Vegas to outline his own proposals. Mr. Obama’s speech was followed by reports that a bipartisan group of representatives in the House were hashing out a set of measures.","{'main': 'Which G.O.P. House Members Might Support Immigration Reform?', 'kicker': 'FiveThirtyEight', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Which G.O.P. House Members Might Support Immigration Reform?,0.3,0.4,0.3,0.5333333333333333,0.0,0.0,2013,2
"As Ken Anderson faces a court of inquiry about the murder case that wrongly convicted Michael Morton, Mr. Anderson’s longtime associates say they have difficulty believing he behaved unethically.","Growing up in the 1960s, Ken Anderson admired the great trial lawyers in movies: Gregory Peck in “To Kill a Mockingbird” and Spencer Tracy in “Inherit the Wind.” The good guys who broke down lying thugs on the stand.","{'main': 'Morton’s Murder Conviction Comes to Define Anderson', 'kicker': 'The Texas Tribune', 'content_kicker': None, 'print_headline': 'Morton’s Murder Conviction Comes to Define Anderson', 'name': None, 'seo': None, 'sub': None}",Morton’s Murder Conviction Comes to Define Anderson,-0.5,0.9,0.4481481481481482,0.5462962962962964,0.0,0.0,2013,2
"President Obama cited the city’s successful gun violence prevention efforts, even as evidence mounted that expanded background checks on sales may emerge as a compromise.","MINNEAPOLIS — President Obama traveled to the nation’s heartland on Monday to press his case for tougher national gun laws, even as he appeared to acknowledge that expanded background checks on gun sales were far more likely to pass Congress than a ban on military-style assault weapons.","{'main': 'Obama Presses for Gun Measures, Offering Up Minneapolis as a Model', 'kicker': None, 'content_kicker': None, 'print_headline': 'Obama Presses for Gun Measures, Offering Up Minneapolis as a Model', 'name': None, 'seo': None, 'sub': None}","Obama Presses for Gun Measures, Offering Up Minneapolis as a Model",0.75,0.95,0.19999999999999998,0.8333333333333334,0.0,0.0,2013,2
The man who held a five-year-old boy in a bunker for days was killed during a rescue operation by federal agents.,"MIDLAND CITY, Ala. — A six-day standoff between an angry and violent survivalist who held a 5-year-old boy hostage in an underground bunker and a legion of local, state and federal law enforcement officials ended on Monday with the death of the kidnapper and the freeing of the boy.","{'main': 'Standoff in Alabama Ends in Boy’s Rescue and Kidnapper’s Death', 'kicker': None, 'content_kicker': None, 'print_headline': 'Standoff in Alabama Ends in Boy’s Rescue and Kidnapper’s Death', 'name': None, 'seo': None, 'sub': None}",Standoff in Alabama Ends in Boy’s Rescue and Kidnapper’s Death,-0.2,0.0,-0.43333333333333335,0.6666666666666666,0.0,0.0,2013,2
"The release of her memoir, “My Beloved World,” suggests Sonia Sotomayor wants to play a larger and more personal role on the public stage than her colleagues.","CHICAGO — At her Wednesday night book talk here, Justice Sonia Sotomayor glided through her audience of 700, dispensing homespun wisdom through a cordless microphone, interrupted by impromptu applause. ","{'main': 'On Book-Tour Circuit, Sotomayor Sees a New Niche for a Justice', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sotomayor, a Star on the Book-Tour Circuit, Sees a New Niche for a Justice', 'name': None, 'seo': None, 'sub': None}","On Book-Tour Circuit, Sotomayor Sees a New Niche for a Justice",0.2333333333333333,0.41111111111111115,0.0,0.0,0.13636363636363635,0.45454545454545453,2013,2
"Monterey Shale deposits, which could turn California into the nation’s top oil-producing state, is stirring conflict between drillers and environmental interests.","FELLOWS, Calif. — Secure in this state’s history and mythology, the venerable Midway-Sunset oil field near here keeps producing crude more than a century after Southern California’s oil boom. Many of its bobbing pump jacks are relatively short, a telltale sign of the shallowness of the wells and the ease of extracting their prize.","{'main': 'Vast Oil Reserve May Now Be Within Reach, and Battle Heats Up', 'kicker': None, 'content_kicker': None, 'print_headline': 'Vast Oil Reserve May Now Be Within Reach, and Battle Heats Up', 'name': None, 'seo': None, 'sub': None}","Vast Oil Reserve May Now Be Within Reach, and Battle Heats Up",0.5,0.5,0.1142857142857143,0.4714285714285714,0.0,1.0,2013,2
Senator John McCain’s joke on Twitter about the Iranian president’s ambitions to be an astronaut drew some accusations of insensitivity.,"Senator John McCain just can’t help himself, it seems. At least not when there’s a joke to be told about Iran.","{'main': 'McCain’s Iran Humor Isn’t Fully Appreciated', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",McCain’s Iran Humor Isn’t Fully Appreciated,0.0,0.0,-0.3,0.4,0.2,0.1,2013,2
Mitt Romney’s oldest son announced that he would not pursue John Kerry’s now-vacant Senate seat in Massachusetts.,"The possibility of a new Romney campaign was dashed on Monday evening when Mitt Romney’s oldest son, Tagg, announced that he would not pursue John Kerry’s now-vacant Senate seat in Massachusetts. ","{'main': 'Tagg Romney Declines Senate Bid in Massachusetts', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Tagg Romney Declines Senate Bid in Massachusetts,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0,0.0,2013,2
"The administration is moving to approve the nation’s first rules for how the military can defend, or retaliate, against a major cyberattack.","WASHINGTON — A secret legal review on the use of America’s growing arsenal of cyberweapons has concluded that President Obama has the broad power to order a pre-emptive strike if the United States detects credible evidence of a major digital attack looming from abroad, according to officials involved in the review. ","{'main': 'Broad Powers Seen for Obama in Cyberstrikes', 'kicker': None, 'content_kicker': None, 'print_headline': 'Broad Powers Seen for Obama in Cyberstrikes', 'name': None, 'seo': None, 'sub': None}",Broad Powers Seen for Obama in Cyberstrikes,0.07083333333333333,0.3111111111111111,0.05416666666666667,0.4020833333333333,0.0625,0.3125,2013,2
"Gallup announced that Michael Traugott, a polling expert from the University of Michigan, is helping the company review its election polling methods.","After an election season in which it received significant criticism for the results of its Daily Tracking poll, Gallup announced last week that Michael Traugott, a polling expert from the University of Michigan, is helping the company review its election polling methods. ","{'main': 'Gallup Conducts Review of Tracking Poll Methodology', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",Gallup Conducts Review of Tracking Poll Methodology,0.0,0.0,0.125,0.3138888888888889,0.0,0.0,2013,2
"After advocating a state-by-state approach to the issue, President Obama seems now be thinking nationally, complicating the strategy in a pivotal case in California.","WASHINGTON — The practice of law would be much more pleasant, many lawyers will tell you over a second Scotch, if it did not require clients. It is one thing to construct an airtight legal argument and quite another to deal with the demands of inconstant human beings.","{'main': 'Obama’s Shifts May Affect U.S. Legal Plan on Gay Marriage', 'kicker': 'Sidebar', 'content_kicker': None, 'print_headline': 'A Predicament on Gay Marriage', 'name': None, 'seo': None, 'sub': None}",Obama’s Shifts May Affect U.S. Legal Plan on Gay Marriage,0.5,0.8,0.32222222222222224,0.3777777777777778,0.30833333333333335,0.3916666666666667,2013,2
Conversations with dozens of parishioners at three largely Spanish-speaking churches in Los Angeles illustrate how divided the faithful still are over the details of decades of abuse.,"LOS ANGELES — At Dolores Mission Church in Boyle Heights, there was no shrinking from the news reverberating through the pews. The Rev. Scott Santarosa spent time usually reserved for the homily talking instead about what he called “really painful stuff.” ","{'main': 'Sexual Abuse Scandal Grips and Divides Hispanic Parishioners in Los Angeles', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sexual Abuse Scandal Grips and Divides Hispanic Parishioners in Los Angeles', 'name': None, 'seo': None, 'sub': None}",Sexual Abuse Scandal Grips and Divides Hispanic Parishioners in Los Angeles,0.21428571428571427,0.42857142857142855,-0.3499999999999999,0.4166666666666667,0.5,0.8333333333333334,2013,2
"The funeral for Charles Albert Poland Jr., who saved as many children as he could when a kidnapper boarded his bus last week, drew hundreds.","OZARK, Ala. — The service for the school bus driver had the feel of a state funeral. ","{'main': 'Service Is Held for School Bus Driver Who Tried to Prevent Kidnapping in Alabama', 'kicker': None, 'content_kicker': None, 'print_headline': 'Service Is Held for School Bus Driver Who Tried to Prevent Kidnapping in Alabama', 'name': None, 'seo': None, 'sub': None}",Service Is Held for School Bus Driver Who Tried to Prevent Kidnapping in Alabama,0.25,0.2833333333333333,0.0,0.0,0.0,0.0,2013,2
"A college counselor reminds high school seniors to keep perspective about admission decisions, and to look for scholarships.","This week, The Choice is publishing our monthly Counselor’s Calendar, which is intended to keep students on track during the college admissions process. ","{'main': 'February College Checklist for Seniors', 'kicker': 'The Choice', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",February College Checklist for Seniors,0.16,0.54,0.0,0.0,0.0,0.0,2013,2
President Obama said the focus of a budget deal in Congress should now be on targeted spending cuts and changes to the tax code.,WASHINGTON — President Obama said in a televised interview on Sunday that he could foresee a budget deal in Congress that did not include further increases in tax rates but instead focused on eliminating loopholes and deductions.,"{'main': 'Tax Loopholes May Be Next, Obama Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tax Loopholes May Be Next, Obama Says ', 'name': None, 'seo': None, 'sub': None}","Tax Loopholes May Be Next, Obama Says",0.0,0.0,0.0,0.5,0.0,0.0,2013,2
